"site","date","sample_id","phylum","class","sub_class","order","family","genus","species","abundance","origin"
"M","2016-06-24","M_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",507,1
"M","2016-06-24","M_2016-06-24","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,5,1
"M","2016-06-24","M_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,10,1
"M","2016-06-24","M_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,72,1
"M","2016-06-24","M_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,1,1
"M","2016-06-24","M_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,20,1
"M","2016-06-24","M_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella",NA,5,1
"M","2016-06-24","M_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,1,1
"M","2016-06-24","M_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",12,2
"N","2016-06-24","N_2016-06-24","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,34,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",178,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,8,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Hydraenidae",NA,NA,2,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,1,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,37,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Dixidae",NA,NA,13,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,17,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,46,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,313,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,20,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,4,1
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Chaetopteryx","Chaetopteryx villosa",1,2
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,98,2
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Limnius",NA,4,2
"N","2016-06-24","N_2016-06-24","Arthropoda","Insecta",NA,"Odonata","Platycnemididae","Platycnemis",NA,1,2
"O.UP","2016-06-24","O.UP_2016-06-24","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,637,1
"O.UP","2016-06-24","O.UP_2016-06-24","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,3,1
"O.UP","2016-06-24","O.UP_2016-06-24","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Glossiphonia",NA,2,1
"O.UP","2016-06-24","O.UP_2016-06-24","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1,1
"O.UP","2016-06-24","O.UP_2016-06-24","Mollusca","Bivalvia",NA,NA,NA,NA,NA,5,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",1544,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,1,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae",NA,NA,1,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,1,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,44,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,169,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,59,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,3,1
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Chaetopteryx","Chaetopteryx villosa",1,2
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Odonata","Cordulegastridae","Cordulegaster",NA,1,2
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,13,2
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Polycentropodidae","Plectrocnemia",NA,1,2
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Potamophylax","Potamophylax rotundipennis",1,2
"O.UP","2016-06-24","O.UP_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Riolus",NA,2,2
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,78,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,5,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Mollusca","Bivalvia",NA,NA,NA,NA,NA,2,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",4335,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,2,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae",NA,NA,4,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,8,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,4,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,1,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,1,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,27,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,1,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,48,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,2,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Rhyacophilidae","Rhyacophila",NA,1,1
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",1,2
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Chaetopteryx","Chaetopteryx villosa",1,2
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,8,2
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,1,2
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Stenophylax","Stenophylax nycterobius",1,2
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,1,2
"O.DOWN","2016-06-24","O.DOWN_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Riolus",NA,1,2
"P","2016-06-24","P_2016-06-24","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,553,1
"P","2016-06-24","P_2016-06-24","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,1,1
"P","2016-06-24","P_2016-06-24","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Glossiphonia",NA,1,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",23,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,1,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,1,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,81,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,1,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,1,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,8,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,7,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,6,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,14,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,1,1
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",13,2
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",4,2
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Gomphus","Gomphus vulgatissimus",1,2
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,9,2
"P","2016-06-24","P_2016-06-24","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,1,2
"P","2016-06-24","P_2016-06-24","Arthropoda","Insecta",NA,"Odonata","Platycnemididae","Platycnemis",NA,2,2
"Q","2016-06-24","Q_2016-06-24","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,2418,1
"Q","2016-06-24","Q_2016-06-24","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Glossiphonia",NA,3,1
"Q","2016-06-24","Q_2016-06-24","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Helobdella",NA,1,1
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",16,1
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,34,1
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,24,1
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,1,1
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,23,1
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,4,1
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,1,1
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",3,2
"Q","2016-06-24","Q_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",1,2
"Q","2016-06-24","Q_2016-06-24","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,2,2
"R","2016-06-24","R_2016-06-24","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,640,1
"R","2016-06-24","R_2016-06-24","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,4,1
"R","2016-06-24","R_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",1,1
"R","2016-06-24","R_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,1,1
"R","2016-06-24","R_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,453,1
"R","2016-06-24","R_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,1,1
"R","2016-06-24","R_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,1,1
"R","2016-06-24","R_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,6,1
"R","2016-06-24","R_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Stratiomyidae",NA,NA,1,1
"R","2016-06-24","R_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,5,1
"S","2016-06-24","S_2016-06-24","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,2,1
"S","2016-06-24","S_2016-06-24","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,1,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",2,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,9,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,1,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,26,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,11,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,161,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Ecdyonurus",NA,2,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,36,1
"S","2016-06-24","S_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",8,2
"S","2016-06-24","S_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",3,2
"T","2016-06-24","T_2016-06-24","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,41,1
"T","2016-06-24","T_2016-06-24","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Piscicolidae","Piscicola",NA,1,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",29,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Malacostraca",NA,"Isopoda","Asellidae","Asellus","Asellus aquaticus",5,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,86,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,12,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,50,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,5,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,9,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,69,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,5,1
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",16,2
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Ecdyonurus","Ecdyonurus dispar",2,2
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,1,2
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",1,2
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",34,2
"T","2016-06-24","T_2016-06-24","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Onychogomphus","Onychogomphus forcipatus",2,2
"A","2016-04-18","A_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,5714,1
"A","2016-04-18","A_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,23,1
"A","2016-04-18","A_2016-04-18","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Helobdella",NA,10,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",35,1
"A","2016-04-18","A_2016-04-18","Mollusca","Bivalvia",NA,NA,NA,NA,NA,15,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,1,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,7,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,35,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,4367,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,1,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ephydridae",NA,NA,2,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,11,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,1,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tipulidae",NA,NA,5,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,165,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,2,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,41,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,2,1
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",1,2
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",3,2
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,10,2
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",1,2
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche angustipennis",55,2
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",27,2
"A","2016-04-18","A_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,7,2
"A","2016-04-18","A_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Libellulidae","Orthetrum","Orthetrum coerulescens",1,2
"A","2016-04-18","A_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,70,2
"B","2016-04-18","B_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,716,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,1,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,5,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,3,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,1386,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Dolichopodidae",NA,NA,1,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,1,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,1,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,43,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,4,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella",NA,27,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Polycentropodidae","Holocentropus",NA,2,1
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",8,2
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Electrogena","Electrogena affinis",1,2
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",8,2
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Esolus",NA,7,2
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,1,2
"B","2016-04-18","B_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Leptoceridae","Setodes",NA,1,2
"C","2016-04-18","C_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,125,1
"C","2016-04-18","C_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,2,1
"C","2016-04-18","C_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",35,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,39,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,63,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,577,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,4,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,1,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,13,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae",NA,NA,1,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,1,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,3,1
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",2,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Annitella",NA,3,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Calopterygidae","Calopteryx","Calopteryx virgo",2,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Chaetopteryx","Chaetopteryx villosa",3,2
