"site","date","sample_id","phylum","class","sub_class","order","family","genus","species","abundance","origin"
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,1,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Scritidae","Elodes",NA,2,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Halesus","Halesus radiatus",1,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Halesus","Halesus tessellatus",8,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Ironoquia","Ironoquia dubia",2,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus lunatus",5,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus rhombicus",13,2
"C","2016-04-18","C_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,3,2
"C","2016-04-18","C_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,222,2
"C","2016-04-18","C_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Potamophylax",NA,10,2
"D","2016-04-18","D_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,344,1
"D","2016-04-18","D_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,1,1
"D","2016-04-18","D_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",7,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Malacostraca",NA,"Isopoda","Asellidae","Asellus","Asellus aquaticus",1,1
"D","2016-04-18","D_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,3,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,31,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae",NA,NA,2,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,19,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,285,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,10,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,2,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,1,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,68,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,22,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemeridae","Ephemera",NA,2,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella",NA,468,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae",NA,NA,2,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,19,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Rhyacophilidae","Rhyacophila",NA,10,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,33,1
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",6,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",11,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,7,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemeridae","Ephemera","Ephemera danica",1,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",104,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Esolus",NA,24,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Gomphus","Gomphus vulgatissimus",2,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Halesus","Halesus tessellatus",2,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",27,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,38,2
"D","2016-04-18","D_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,1,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Onychogomphus","Onychogomphus forcipatus",5,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Gyrinidae","Orectochilus",NA,1,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Libellulidae","Orthetrum","Orthetrum coerulescens",1,2
"D","2016-04-18","D_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,1,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Riolus",NA,2,2
"D","2016-04-18","D_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Leptoceridae","Setodes",NA,1,2
"E","2016-04-18","E_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,1459,1
"E","2016-04-18","E_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1,1
"E","2016-04-18","E_2016-04-18","Mollusca","Bivalvia",NA,NA,NA,NA,NA,2,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",3,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,6,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,2,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,221,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,1,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,4,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,9,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella",NA,74,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,21,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Hemiptera","Corixidae","Micronecta",NA,1,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Hemiptera","Nepidae","Nepa",NA,1,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Leuctridae","Leuctra",NA,1,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,20,1
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",3,2
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",158,2
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Ironoquia","Ironoquia dubia",2,2
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus lunatus",2,2
"E","2016-04-18","E_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus rhombicus",3,2
"E","2016-04-18","E_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,1,2
"E","2016-04-18","E_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,1,2
"F","2016-04-18","F_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,968,1
"F","2016-04-18","F_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1,1
"F","2016-04-18","F_2016-04-18","Mollusca","Bivalvia",NA,NA,NA,NA,NA,3,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",29,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Malacostraca",NA,"Isopoda","Asellidae","Asellus","Asellus aquaticus",167,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,48,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Branchiopoda",NA,"Cladocera",NA,NA,NA,1,1
"F","2016-04-18","F_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,77,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,60,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,49,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Dixidae",NA,NA,1,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,1,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Stratiomyidae",NA,NA,2,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,1,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,304,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,202,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Siphlonuridae","Siphlonurus",NA,37,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,114,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,4,1
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Ironoquia","Ironoquia dubia",1,2
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus auricula",1,2
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus lunatus",4,2
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus rhombicus",1,2
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus stigma",1,2
"F","2016-04-18","F_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,6,2
"F","2016-04-18","F_2016-04-18","Mollusca","Gastropoda",NA,NA,"Physidae",NA,NA,5,2
"F","2016-04-18","F_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,20,2
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Stenophylax","Stenophylax permistus",1,2
"F","2016-04-18","F_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Lestidae","Sympecma",NA,1,2
"G","2016-04-18","G_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,19,1
"G","2016-04-18","G_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,3,1
"G","2016-04-18","G_2016-04-18","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Glossiphonia",NA,1,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",771,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Malacostraca",NA,"Isopoda","Asellidae","Asellus","Asellus aquaticus",792,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,1,1
"G","2016-04-18","G_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,1,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,4,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,31,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,1,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,6,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Stratiomyidae",NA,NA,1,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae",NA,NA,5,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,14,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,7,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,3,1
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche angustipennis",17,2
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche pellucidula",1,2
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Ironoquia","Ironoquia dubia",8,2
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus lunatus",1,2
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus rhombicus",8,2
"G","2016-04-18","G_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,4,2
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Micropterna","Micropterna testacea",1,2
"G","2016-04-18","G_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,1,2
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Potamophylax",NA,12,2
"G","2016-04-18","G_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Stenophylax","Stenophylax permistus",3,2
"H","2016-04-18","H_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,2482,1
"H","2016-04-18","H_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,2,1
"H","2016-04-18","H_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",3,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,14,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,682,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,1,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,390,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,4,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,73,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Hemiptera","Corixidae","Micronecta",NA,1,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Leptoceridae","Athripsodes",NA,1,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydrophilidae","Hydroptila",NA,6,1
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",78,2
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",13,2
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",48,2
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus rhombicus",1,2
"H","2016-04-18","H_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Onychogomphus","Onychogomphus forcipatus",1,2
"H","2016-04-18","H_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,1,2
"I","2016-04-18","I_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,855,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",1,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,55,1
"I","2016-04-18","I_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,1,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Hydraenidae",NA,NA,1,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,28,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,254,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,3,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,77,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,3,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tipulidae",NA,NA,1,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,7,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,3,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Ecdyonurus",NA,17,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella",NA,477,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Amphinemura",NA,6,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Leptoceridae","Athripsodes",NA,16,1
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",2,2
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",1,2
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",242,2
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Halesus","Halesus tessellatus",1,2
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",1,2
"I","2016-04-18","I_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Onychogomphus","Onychogomphus forcipatus",3,2
"I","2016-04-18","I_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,4,2
"K","2016-04-18","K_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,1967,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",41,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,1,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,10,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,299,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,5,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,1,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,2,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,1,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,10,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella",NA,22,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae",NA,NA,4,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae",NA,NA,2,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Amphinemura",NA,1,1
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",10,2
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Annitella",NA,3,2
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",82,2
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",220,2
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Halesus","Halesus tessellatus",7,2
"K","2016-04-18","K_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Onychogomphus","Onychogomphus forcipatus",4,2
"L","2016-04-18","L_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,373,1
"L","2016-04-18","L_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,11,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,21,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae",NA,NA,2,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,6,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,350,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,1,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,3,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,43,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tipulidae",NA,NA,1,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Ecdyonurus",NA,5,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella",NA,263,1
