"site","date","sample_id","phylum","class","sub_class","order","family","genus","species","abundance","origin"
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habroleptoides",NA,5,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,108,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Rhithrogena",NA,1,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Amphinemura",NA,9,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Perlodidae","Isoperla",NA,2,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Leuctridae","Leuctra",NA,1,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,15,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Protonemura",NA,80,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Glossosomatidae","Agapetus",NA,3,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Leptoceridae","Athripsodes",NA,11,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,2,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,13,1
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,5,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",113,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Esolus",NA,2,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Glossosomatidae","Glossosoma",NA,3,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Halesus","Halesus tessellatus",3,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Hydraenidae","Hydraena",NA,11,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche fulvipes",1,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Ironoquia","Ironoquia dubia",1,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Micropterna","Micropterna testacea",1,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Potamophylax",NA,4,2
"L","2016-04-18","L_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Rhithrogena","Rhithrogena semicolorata",1,2
"M","2016-04-18","M_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,7049,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",84,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,2,1
"M","2016-04-18","M_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,29,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,20,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,1674,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,19,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,4,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,5,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Electrogena",NA,1,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,86,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,29,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,1,1
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",25,2
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Ironoquia","Ironoquia dubia",2,2
"M","2016-04-18","M_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,1,2
"M","2016-04-18","M_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,1,2
"M","2016-04-18","M_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Siphlonuridae","Siphlonurus",NA,12,2
"N","2016-04-18","N_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,2993,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",42,1
"N","2016-04-18","N_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,6,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,11,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae",NA,NA,3,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,502,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,22,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,2,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,12,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,44,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae",NA,NA,1,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Hemiptera","Corixidae","Micronecta",NA,1,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,3,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydrophilidae","Hydroptila",NA,2,1
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,64,2
"N","2016-04-18","N_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche saxonica",1,2
"O","2016-04-18","O_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,3,1
"O","2016-04-18","O_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,4,1
"O","2016-04-18","O_2016-04-18","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Glossiphonia",NA,1,1
"O","2016-04-18","O_2016-04-18","Annelida","Clitellata","Hirudinea","Hirudinida","Hirudinidae","Hirudo",NA,1,1
"O","2016-04-18","O_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,23,1
"O","2016-04-18","O_2016-04-18","Mollusca","Bivalvia",NA,NA,NA,NA,NA,11,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",607,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,4,1
"O","2016-04-18","O_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,8,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,13,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae",NA,NA,1,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,21,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,10,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Dolichopodidae",NA,NA,2,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,4,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,2,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,4,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,2,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,3,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,3,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,16,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Polycentropodidae","Holocentropus",NA,1,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,6,1
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",7,2
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,15,2
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Halesus","Halesus tessellatus",1,2
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Stenophylax","Stenophylax nycterobius",6,2
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Onychogomphus","Onychogomphus forcipatus",1,2
"O","2016-04-18","O_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,2,2
"O","2016-04-18","O_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Riolus",NA,1,2
"P","2016-04-18","P_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,1456,1
"P","2016-04-18","P_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,3,1
"P","2016-04-18","P_2016-04-18","Mollusca","Bivalvia",NA,NA,NA,NA,NA,1,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",31,1
"P","2016-04-18","P_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,1,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,4,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae",NA,NA,2,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,41,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,467,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,16,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,5,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,7,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,2,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella",NA,1,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Hemiptera","Aphelocheiridae","Aphelocheirus","Aphelocheirus aestivalis",6,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Hemiptera","Corixidae","Micronecta",NA,1,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,1,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,4,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Psychomyiidae","Psychomyia",NA,1,1
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",1,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",96,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,9,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemeridae","Ephemera","Ephemera danica",3,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",2,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Gomphus","Gomphus vulgatissimus",1,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",1,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Limnius",NA,2,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Oulimnius",NA,1,2
"P","2016-04-18","P_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,10,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Platycnemididae","Platycnemis",NA,1,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Psychomyiidae","Psychomyia","Psychomyia pusilla",3,2
"P","2016-04-18","P_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Riolus",NA,2,2
"Q","2016-04-18","Q_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,6728,1
"Q","2016-04-18","Q_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,1,1
"Q","2016-04-18","Q_2016-04-18","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Glossiphonia",NA,1,1
"Q","2016-04-18","Q_2016-04-18","Annelida","Clitellata","Hirudinea","Rhynchobdellida","Glossiphoniidae","Helobdella",NA,2,1
"Q","2016-04-18","Q_2016-04-18","Mollusca","Bivalvia",NA,NA,NA,NA,NA,66,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",56,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,12,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,275,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,738,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Dolichopodidae",NA,NA,1,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,1,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,18,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,8,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,15,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,2,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,294,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,1,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,3,1
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",1,2
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Annitella",NA,5,2
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",4,2
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Haliplidae","Haliplus",NA,1,2
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Ironoquia","Ironoquia dubia",1,2
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus auricula",17,2
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus lunatus",36,2
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus rhombicus",1,2
"Q","2016-04-18","Q_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,14,2
"Q","2016-04-18","Q_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,166,2
"Q","2016-04-18","Q_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Platycnemididae","Platycnemis",NA,1,2
"Q","2016-04-18","Q_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,"Radix",NA,3,2
"R","2016-04-18","R_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,5666,1
"R","2016-04-18","R_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,3,1
"R","2016-04-18","R_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,21,1
"S","2016-04-18","S_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,47,1
"S","2016-04-18","S_2016-04-18","Annelida","Clitellata","Hirudinea","Arhynchobdellida","Erpobdellidae","Erpobdella",NA,1,1
"S","2016-04-18","S_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,2,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",4,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Malacostraca",NA,"Isopoda","Asellidae","Asellus","Asellus aquaticus",8,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Maxillopoda","Copepoda",NA,NA,NA,NA,2,1
"S","2016-04-18","S_2016-04-18","Arthropoda",NA,"Ostracoda",NA,NA,NA,NA,3,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Arachnida","Acari","Trombidiformes",NA,NA,NA,10,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,53,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,384,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,11,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,1,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,164,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tabanidae",NA,NA,8,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tipulidae",NA,NA,1,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Baetidae","Baetis",NA,7,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis",NA,18,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae","Ecdyonurus",NA,6,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Hemiptera","Corixidae","Micronecta",NA,22,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,1,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,2,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,7,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae",NA,NA,1,1
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Anabolia","Anabolia furcata",3,2
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",80,2
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",35,2
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",9,2
"S","2016-04-18","S_2016-04-18","Mollusca","Gastropoda",NA,"Lymnaeidae",NA,NA,NA,1,2
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Onychogomphus","Onychogomphus forcipatus",1,2
"S","2016-04-18","S_2016-04-18","Mollusca","Bivalvia",NA,"Veneroida","Sphaeriidae","Pisidium",NA,1,2
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Scritidae","Scirtes",NA,1,2
"S","2016-04-18","S_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Leptoceridae","Setodes",NA,1,2
"T","2016-04-18","T_2016-04-18","Annelida","Clitellata","Oligochaeta",NA,NA,NA,NA,1987,1
"T","2016-04-18","T_2016-04-18","Mollusca","Gastropoda",NA,NA,NA,NA,NA,1,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Malacostraca",NA,"Amphipoda","Gammaridae","Gammarus","Gammarus balcanicus",5,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Ceratopogonidae",NA,NA,28,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Chironomidae",NA,NA,398,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Empididae",NA,NA,33,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Limoniidae",NA,NA,1,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Psychodidae",NA,NA,1,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Simuliidae",NA,NA,10,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Diptera","Tipulidae",NA,NA,2,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Leptophlebiidae","Habrophlebia",NA,6,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Heptageniidae",NA,NA,5,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Corduliidae",NA,NA,1,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Plecoptera","Nemouridae","Nemoura",NA,1,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydroptilidae","Hydroptila",NA,5,1
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Caenidae","Caenis","Caenis luctuosa",174,2
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Coleoptera","Elmidae","Elmis",NA,4,2
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Ephemeroptera","Ephemerellidae","Serratella","Serratella ignita",3,2
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Odonata","Gomphidae","Gomphus","Gomphus vulgatissimus",1,2
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche bulbifera",1,2
"T","2016-04-18","T_2016-04-18","Arthropoda","Insecta",NA,"Trichoptera","Limnephilidae","Limnephilus","Limnephilus lunatus",1,2
